"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
93,"female",19,1052.62,"phenomene",NA,NA,NA,"experimental","masculine","bête/phénomène","Avec ses manières, c'est un véritable phénomène de foire"
94,"female",20,777.49,"phenomene",4,4,4,"experimental","masculine","bête/phénomène","Avec ses manières, c'est un véritable phénomène de foire"
7,"female",32,412.38,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
10,"female",24,724.59,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
11,"female",21,839.88,"personnalite",4,4,5,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
12,"female",22,518.82,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
14,"male",27,1493.74,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
17,"female",25,840.05,"personnalite",6,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
18,"female",21,1413.65,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
19,"N/A",32,448.5,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
20,"female",20,651.83,"personnalite",5,4,5,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
22,"female",25,1095.14,"personnalite",6,4,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
24,"female",22,1167.49,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
25,"male",24,677.83,"personnalite",5,2,5,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
26,"female",28,520.58,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
27,"female",31,981.42,"personnalite",5,4,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
31,"male",31,1266.73,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
32,"female",21,701.66,"personnalite",5,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
33,"female",31,855.51,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
34,"female",20,502.56,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
35,"female",31,792.85,"personnalite",4,3,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
37,"female",25,631.36,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
38,"female",29,496.41,"personnalite",4,1,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
39,"female",25,654.53,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
40,"female",20,810.88,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
41,"female",33,735.17,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
43,"male",24,852.1,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
47,"female",20,575.59,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
48,"male",52,598.34,"personnalite",6,2,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
49,"female",28,714.02,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
53,"female",20,434.3,"personnalite",5,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
55,"male",31,587.57,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
56,"female",21,648.32,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
57,"male",29,891.36,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
58,"male",19,481.45,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
59,"female",32,1233.38,"personnalite",5,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
60,"female",22,491.28,"personnalite",5,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
62,"female",20,1199.42,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
63,"female",25,830.89,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
64,"female",63,742.23,"personnalite",5,4,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
66,"female",22,654.75,"personnalite",6,2,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
67,"female",43,1016.14,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
68,"female",50,817.01,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
69,"female",19,447.26,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
72,"female",19,674.88,"personnalite",6,1,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
73,"male",56,905.11,"personnalite",4,4,4,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
74,"female",19,781.13,"personnalite",5,2,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
75,"male",48,710.52,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
76,"female",31,311.7,"personnalite",2,4,4,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
77,"male",26,1415.85,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
78,"female",25,842.81,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
79,"female",60,1166.06,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
81,"female",34,609.99,"personnalite",7,6,5,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
83,"female",66,874.4,"personnalite",4,4,4,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
85,"female",30,638.15,"personnalite",6,2,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
87,"female",25,996.21,"personnalite",5,1,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
88,"female",35,817.9,"personnalite",5,1,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
89,"male",28,660.86,"personnalite",NA,NA,NA,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
90,"female",29,483.07,"personnalite",6,2,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
91,"female",60,709.91,"personnalite",5,4,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
93,"female",19,1052.62,"personnalite",4,2,6,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
94,"female",20,777.49,"personnalite",5,4,7,"experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
7,"female",32,412.38,"talent",4,4,4,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
10,"female",24,724.59,"talent",4,3,4,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
11,"female",21,839.88,"talent",5,2,5,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
12,"female",22,518.82,"talent",NA,NA,NA,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
14,"male",27,1493.74,"talent",NA,NA,NA,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
17,"female",25,840.05,"talent",5,3,3,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
18,"female",21,1413.65,"talent",NA,NA,NA,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
19,"N/A",32,448.5,"talent",4,2,4,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
20,"female",20,651.83,"talent",NA,NA,NA,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
22,"female",25,1095.14,"talent",NA,NA,NA,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
24,"female",22,1167.49,"talent",4,4,3,"experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
